question,answer,solution
 $y=\frac{2}{x^2+x-6}$의 그래프는 몇 개의 수직 점근선을 가지나요? ,2.0,"user
$\boxed{2}$"
 $30$의 $120\%$와 $20$의 $130\%$의 양의 차는 무엇인가? ,10.0,"user
$30$의 $120\%$와 $20$의 $130\%$의 양의 차는 무엇인가?"
" $2^8=4^x$일 때, $x$의 값은 얼마입니까? ",4.0,"



"
"등차수열 6, 10, 14, 18, ...의 100번째 항은 무엇인가요?",402.0,"user
$\boxed{161}$"
Mr. Madoff는 매년 일정한 이자율로 복리 계산되는 펀드에 1000달러를 투자했습니다. 3년 후 그의 투자는 1225달러로 성장했습니다. 연 이자율은 몇 퍼센트인가요? (답을 가장 가까운 정수로 반올림하세요.),7.0,"



"
"좌표계에서 원점에서 점 $(-8,6)$까지의 거리의 개수는 얼마입니까?",10.0,"user
$\boxed{10}$"
"선분의 두 끝점이 $(1,4)$와 $(1,10)$에 있습니다. 선분의 중점 좌표에서 각 좌표를 더한 합은 얼마입니까?",8.0,"



"
"꼴 $ABCD$의 점들은 $A\ (0,7),\ B\ (1,0),\ C\ (12,-2),\ D\ (7,8)$에 있습니다. 대각선의 곱의 절반으로 꼴의 넓이를 구할 때, $ABCD$의 넓이는 얼마입니까?",75.0,"user
,$ABCD$의 점들은 $A\ (0,7),\ B\ (1,0),\ C\ (12,-2),\ D\ (7,8)$에 있습니다. 대각선의 곱의 절반으로 꼴의 넓이를 구할 때, $ABCD$의 넓이는 얼마입니까?"
"A, B, C가 양의 정수일 때, $\frac{A\sqrt{B}}{C} = \frac{9}{2\sqrt{3}}$를 만족하며 A와 C는 공통인 소인수가 없고, B는 1 외에 어떠한 완전 제곱수 인수도 없다고 할 때, A+B+C의 값은 얼마입니까?",8.0,"



"
열 개의 treek의 무게는 세 개의 squig과 하나의 goolee의 무게와 같습니다. 두 개의 treek과 하나의 goolee의 무게는 하나의 squig의 무게와 같습니다. 하나의 squig 무게와 같은 treek은 몇 개인가?,3.0,"



"
"다항식 $x^2 - mx + n$의 근이 양의 소수라고 하자 (서로 다를 필요는 없음). $m < 20$일 때, $n$의 가능한 값은 몇 개입니까?",18.0,"



"
방정식 $(17^6-17^5)\div16=17^x$에서 $x$의 값은 얼마입니까?,5.0,"



"
"일정한 온도에서, 기체의 압력은 그것의 부피에 반비례합니다. 3.67 리터 용기에 4 kPa의 압력으로 수소를 가지고 있습니다. 만약 전부를 동일한 온도의 1.835 리터 용기에 옮기면, 새로운 압력은 몇 kPa이 될까요?",8.0,"



"
" $a^3 \cdot a^2$의 값을 구하세요. 단, $a=5$입니다. ",3125.0,"user
 $a^3 \cdot a^2$의 값을 구하세요. 단, $a=5$입니다."
" $a$와 $b$가 방정식 $x^{2} - 5x + 9 = 0$의 해일 때, $(a - 1)(b - 1)$의 값은 얼마인가? ",5.0,"



"
"방정식 $x^2+bx+48=0$의 두 해가 어떤 $b$ 값에 대해 3 대 1의 비율로 있을 때, $b$의 가능한 최대 값은 얼마입니까?",16.0,"



"
